"SourcePath","DestinationPath","CurrentPaths","Bytes","SHA256"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725172054.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725172054.png","01 Основы\Linux\assets\Pasted image 20240725172054.png","7525","6F2E2FC3B49D1CD1F03F8FBB5C5602BD325B216BDD5920FD35E84AD868ADCB76"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725172522.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725172522.png","01 Основы\Linux\assets\Pasted image 20240725172522.png","8142","C522C59858ADC3D8E5EFFDF86A31DAD12B329DF75DF3FA8A79305511C87966C0"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725172821.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725172821.png","01 Основы\Linux\assets\Pasted image 20240725172821.png","9320","4C55A7F753B411614762F03554BF7B9B3A923881AF5BF1DC7D17FB92ECC8A8E6"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725173133.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725173133.png","01 Основы\Linux\assets\Pasted image 20240725173133.png","8704","9A08634CFB471B5C55817EF52C270D38BAE8E2E5DE7C7160D90835FAB5BACC3F"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725173507.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725173507.png","01 Основы\Linux\assets\Pasted image 20240725173507.png","9035","28C560C3567926AE833B56C18F4AE721CAA7AB35BA12B65F1FFD67E463F0CE22"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725173950.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725173950.png","01 Основы\Linux\assets\Pasted image 20240725173950.png","10391","3C8F53B96901370CD03A045A042E01594F16E99DB1E52C330109B7FD8C6FC3C8"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725175246.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725175246.png","01 Основы\Linux\assets\Pasted image 20240725175246.png","7772","2AC7B71868549CF45940419754686FD37AD664A7E20DFD6F0E263742F5304CE2"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725175307.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725175307.png","01 Основы\Linux\assets\Pasted image 20240725175307.png","7198","7AE3FF4679E8943885F547EF0E5F68AB2D3DBCE2543340EC0E066B03260A8A73"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725175524.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725175524.png","01 Основы\Linux\assets\Pasted image 20240725175524.png","8030","FB24CCC5B8367BDD90F05E4886E067D3B3C0E511FBA036D0961B1C1CDC4C047C"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725175959.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725175959.png","01 Основы\Linux\assets\Pasted image 20240725175959.png","9083","CD21963DC221679E4106CC020008299A2D8767D9CFBE0C68D95BABD38F2B8C56"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725192246.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725192246.png","01 Основы\Linux\assets\Pasted image 20240725192246.png","13175","03958F64A2CB1775B295CDA9F56D13CD373952147E927DA2BF0FFFC7E39486D0"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725192928.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725192928.png","01 Основы\Linux\assets\Pasted image 20240725192928.png","9149","8547B2CE4544667660FCA00A8234C1CC2D2811AE5C21785C3F88D2B45ECC9AD1"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725193239.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725193239.png","01 Основы\Linux\assets\Pasted image 20240725193239.png","4127","9215675524626378708B2B100B132500D6AD8FA789338F2B378CB96FB75ABF51"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240725194507.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240725194507.png","01 Основы\Linux\assets\Pasted image 20240725194507.png","6650","C8A5C66EF3C19C65713DF068161459615D68200292853586AB8777F841C43671"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726153339.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726153339.png","01 Основы\Linux\assets\Pasted image 20240726153339.png","8687","F79B65F47DDB28BAEACDA3758C8E40EB0E7875A6DD0EE18AA166FE0523688D5A"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726153425.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726153425.png","01 Основы\Linux\assets\Pasted image 20240726153425.png","8688","6363A612D7F58B9783D1CB51235FAC6A619A0E3E366B92523FF78D15C68BA8A0"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726154153.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726154153.png","01 Основы\Linux\assets\Pasted image 20240726154153.png","8792","DF7814FAE05962D61E1CB01F397459E1FE1950D137A9F800C92189C8AFC3C5CE"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726154446.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726154446.png","01 Основы\Linux\assets\Pasted image 20240726154446.png","8302","EE10641474DE3D196E4FE017C483380FC4A44146F73D79C85297163E131A50CB"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726154625.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726154625.png","01 Основы\Linux\assets\Pasted image 20240726154625.png","8492","9EE9707B95A754B58ACB8E5361ECB2D35BE4DAFE5B76350AEC8667CAF75397FD"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726171650.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726171650.png","01 Основы\Linux\assets\Pasted image 20240726171650.png","7125","CFE47C735421DD3864B5B63AABCC6A931C0A02C779E1D655845E49D4DF73C8C2"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726195726.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726195726.png","01 Основы\Linux\assets\Pasted image 20240726195726.png","15639","596B1FB2A955904F2FA0ED773911937C759305994B421167A8653668E34D9222"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726200041.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726200041.png","01 Основы\Linux\assets\Pasted image 20240726200041.png","21051","5A153668037912A4475027717891017BDF10F2718AFFDDE47280182DCF47F6CD"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726200420.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726200420.png","01 Основы\Linux\assets\Pasted image 20240726200420.png","64830","EBD235FEC907D378C67DCF66D608C0535BA7A75E0D30C3F9513F5C468430EB63"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726200811.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726200811.png","01 Основы\Linux\assets\Pasted image 20240726200811.png","65481","0BDC8AC155D591336B8BDE3760C9B26CD79F3991F720BD635A3911139840BAC0"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726200835.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726200835.png","01 Основы\Linux\assets\Pasted image 20240726200835.png","64860","868F83385E2C8FAAFF3F6E3FB216316C46E54A1EFFC69729FE531BBB14A53BBC"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726200852.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726200852.png","01 Основы\Linux\assets\Pasted image 20240726200852.png","65006","7D54BA1944B882664CBCD543BAB34FFD8FF120D7DB077410C39B9B1A9E457EEE"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726200917.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726200917.png","01 Основы\Linux\assets\Pasted image 20240726200917.png","64489","86EF774057338DD4F75BB95950483C6C5DC41A98B968E46F1F76869E7429E1E2"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726201143.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726201143.png","01 Основы\Linux\assets\Pasted image 20240726201143.png","11689","55A6F94F78B78B1C83F7DCE917B404CA7DF2D895656A5D002D072A8CCAE20A90"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726201440.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726201440.png","01 Основы\Linux\assets\Pasted image 20240726201440.png","65139","82B482F6731A0087ABB862B0E173887CF76ADAB4F661DB52C090134AB9A396CE"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726202549.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726202549.png","01 Основы\Linux\assets\Pasted image 20240726202549.png","65937","858F6CDAFC35F7B40AF4B0A3F31E1E10BD40169355655EAD6174593C9A6E9A15"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726202817.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726202817.png","01 Основы\Linux\assets\Pasted image 20240726202817.png","14673","DEB4A59996C1ED53807E75DC9D7A21AD19986EFFE19236EABA92B6A0B2E5FA3B"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726210427.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726210427.png","01 Основы\Linux\assets\Pasted image 20240726210427.png","2221","98EED3007CD25FC2135173D0ABD121AFD1CCA2F55D37808F2D937A0429BEC755"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726210705.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726210705.png","01 Основы\Linux\assets\Pasted image 20240726210705.png","2678","C87306DCF72E9872EBD0321F319FA9397FFE02F0E66243447455BBF3A5E2C893"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726211345.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726211345.png","01 Основы\Linux\assets\Pasted image 20240726211345.png","2466","DC3F3C128C46090ECD2EB9D567E50270E39622104D962C238C9FF42630E20A62"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726212250.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726212250.png","01 Основы\Linux\assets\Pasted image 20240726212250.png","10216","20CA0F8DBD4712D58DEBFA5F639BDA4FCCC5D3E42EFF07EA90022CD6324C4813"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726212514.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726212514.png","01 Основы\Linux\assets\Pasted image 20240726212514.png","7986","BDFC60C23512FC23A4322B71C30C9E22831F719A86904234CEC78D1B14638941"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726213120.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726213120.png","01 Основы\Linux\assets\Pasted image 20240726213120.png","1018","627D3BBB8548D5B3D0BB0C2D6EF3F612810BEA26C9533245F717A3077B644C58"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240726220107.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240726220107.png","01 Основы\Linux\assets\Pasted image 20240726220107.png","19407","B95F09F0ECFCCB5387BCE20F2BD71F7E9FD841C427E50DD68553ED6ECF079FF7"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727143700.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727143700.png","01 Основы\Linux\assets\Pasted image 20240727143700.png","16413","DC44BCD0D2E65046BE24B8BBA2D1AE053F9D75EF24BD1D51425C76E37C0107CD"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727143744.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727143744.png","01 Основы\Linux\assets\Pasted image 20240727143744.png","16461","1F925531ACE8701B86C4CC1DE653556E227A3A4E2BCE4A5B44179A0E54E9C7A1"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727143833.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727143833.png","01 Основы\Linux\assets\Pasted image 20240727143833.png","11999","FF6A7D3ABEC6A99AB0B1668B6A8B53C1B01211BD15C291B577B5D90E330AAAE0"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727144922.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727144922.png","01 Основы\Linux\assets\Pasted image 20240727144922.png","55983","2725DC701DC7313E60155D19ADA3452CBCCDC9B3FE48C2974B9764C2A52A64A3"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727145205.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727145205.png","01 Основы\Linux\assets\Pasted image 20240727145205.png","78366","C95F84821ECE268A0FF84176E7C26BF583831B78D1384C357CEBA3EC7CC2F541"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727145405.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727145405.png","01 Основы\Linux\assets\Pasted image 20240727145405.png","82654","2529A676F80F1E0936227383D0215A5581CBB682BB4B5F8BAD61F6E210DC5AFC"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727150455.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727150455.png","01 Основы\Linux\assets\Pasted image 20240727150455.png","5561","25558D09728BE3F18AA24C2F2B8C05FFC86BC8B74E14A55C1806850D77677D61"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727151706.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727151706.png","01 Основы\Linux\assets\Pasted image 20240727151706.png","6144","E022DCB0197A590A7CE704D08AFDDF4EE45F52E0413BF89AA8B42D353619F132"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727180714.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727180714.png","01 Основы\Linux\assets\Pasted image 20240727180714.png","15534","0EF0F702E76E1B8F3D8D420F93DB90BCA995E084FA65D06306A7450BB0D4873B"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727181435.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727181435.png","01 Основы\Linux\assets\Pasted image 20240727181435.png","7679","6AABC9FB48E43FFB7D931EC69608F833A1D4E3C08E9EF3F22B20CB21D817E62F"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727181518.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727181518.png","01 Основы\Linux\assets\Pasted image 20240727181518.png","14319","935B45AFBE9F622622872093BA99C94E59B1CC12F2164D10F5F59C0F501205A0"
"DevOps\shool_21\assets_D01_Linux-1\Pasted image 20240727181545.png","01 Основы\Linux\assets_D01_Linux-1\Pasted image 20240727181545.png","01 Основы\Linux\assets\Pasted image 20240727181545.png","1740","B0B7BE147224E84B7BFFD5588DD13325C5D1DBCD5DFC4A1AC6657731889EC129"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809101541.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809101541.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809101541.png","51842","E39C28CDAD87AEA214EECA7745D242348DAE297AA5FACF1A30F2D5EB6EBA1950"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809101627.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809101627.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809101627.png","22541","83F81EF7C9904A073429FFE29C7772837372BD54788A9E3C158DCEAF3C1BC875"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809101708.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809101708.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809101708.png","8928","A3DC002351440BF577EB548C4B154652F6E0375CCF70AB83B90273FB6806E4F2"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809101734.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809101734.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809101734.png","12422","FC1DDEBA04B276F4EDC6E74249DD6EBD2C44CCD2E0750C6CFAAEB0179E450AC7"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103104.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103104.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103104.png","194734","33FA2070BC5EF250A38BA2D68AC00DB9A8176155BFC7C68A94529102138D049B"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103130.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103130.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103130.png","155725","7C41B22AC1A55EEF4DA7AE63C926129DCF7E7FF5F493FEDEB5EF6FCACDE091BB"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103154.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103154.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103154.png","191294","B7D066B39AC2A4F1E26DAA62DAAD8DA6BC8C3D45424EFD746AD0E9DA2937E6D5"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103229.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103229.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103229.png","153866","82581A6FC5E1BC3BB42B121653F80DB8361D7724961F9A40754BED54D0F8D570"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103247.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103247.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103247.png","63251","5B4C5C7337FEF32BDF80D37DD0A0697620F9500C54A7D064A441839D9395529C"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103537.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103537.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103537.png","2666","F7DF1AA4427B382C0113B8A9B47AB268B32D4409BE0197C87DDF927BA391ABA7"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809103719.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809103719.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809103719.png","34544","E0264675188FE6C9E84057B4F1FA4C02C5412C2D69E18D6A4CE61B6853963679"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809104345.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809104345.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809104345.png","8187","305161A93D6E71D36BA6A97DE717D705703049B8034FAAB1734A9D7830158E00"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809104528.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809104528.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809104528.png","7824","FE797BDBA11AE38B3A5B541CD034855CE773124426F6BD54DED89F7E63924B2A"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809104539.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809104539.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809104539.png","5373","B65D1C65C91DB8DFAFF205C9F338F3F93CEF31E217838C050DA55E6C7E11AD82"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809104554.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809104554.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809104554.png","12638","E432A993E58D92D3BF57FEDEE0E90009D533E6B2E2A057A2CFF9CC9E740BAA31"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809104700.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809104700.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809104700.png","16099","A302E5FE59F8293718F6E091916AEDA77A7950DCA30053A698C4734148F58B72"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809105059.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809105059.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809105059.png","47131","8C58B06B893938878DC4DB708226A08E2163C797C0938A3C433A55F416C543F5"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240809105207.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240809105207.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240809105207.png","22178","BA28CC4B7C670895575F79F860A191EC83F00F80E8EF10DBCD0CCCDACB018BEC"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810174809.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810174809.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810174809.png","180834","569C006C9BE0D856B1EDBA8233B9AFF9A887E9F5BA4A867A360D96BD1DF9D9C5"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810175454.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810175454.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810175454.png","11180","41F4C8A6C500F0D930FE472C0BA6A7B40A0F2316117F11BF9AD1C3E3717808F7"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810180135.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810180135.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810180135.png","11537","C86270A48990BDB9026AB7D56EA66DED598F830EA4B45D654F8C17CB6F07DBD1"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810180258.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810180258.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810180258.png","41395","BB9D0D15F99893657134AEDC874BBDBDA74333D541B3DF1142A573BA5EF5270C"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810181451.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810181451.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810181451.png","22613","338C45EF21C5425FC8081F85D26B28B05DEC3DC73F392796BBC089A63F7E1FAD"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810181706.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810181706.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810181706.png","15224","406CB8302F1A840546D3FEAE297B77FEB3A0100C9DD0C64AECD53008389CE65D"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810181803.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810181803.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810181803.png","5285","C64BB2EBE4B11A1E23AF61E965E6D2E5EF3DD5AA0E39D2DEC29A063AF6EE6438"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810182103.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810182103.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810182103.png","49017","79A5C2EBD18C51729F436DAC6A3C66F4A05F817ABFFADA0226B1D800D8606AD3"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810182332.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810182332.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810182332.png","7210","9EE3C00554D48AC58F02CA2E9B24655AC8347C740D255757528A0F015D0FCE60"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810182548.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810182548.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810182548.png","12236","D34945500C8ED6EE99142E04A03AA7731DCD282CE2C70B0E85A9D55C18E66935"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810185705.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810185705.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810185705.png","23654","CEF9D852E918A9437A55F3AEE4DBC029A36EB855C592C4F86C9E2393824F00CE"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240810185725.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240810185725.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240810185725.png","24707","8C20E60A8DD9FB0F850320FF0811573981635AE8465B5CCBE5D24DE08707A867"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240811222502.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240811222502.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240811222502.png","20478","511ADD162B5E063C2BB58BFD26CD595231D8A9A3343FE243D910F0E567D3A4D5"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240811222550.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240811222550.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240811222550.png","10162","A9767D13EFA7E6C1CD617F212847F5D3DB82C9538A10ED1E2DCACD5EF2E61FCB"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240811222612.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240811222612.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240811222612.png","12026","38C2AA2CAC413B03AE2C10BCBBCF4869B89AAFB818B2E53A7D321CFD8CC6BA87"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240811222639.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240811222639.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240811222639.png","17212","81070D5170A55B8D1E8A48D43CA0A87A588BE895BDB8810BCB1AC7D5B2D04F20"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240901120653.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240901120653.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240901120653.png","277279","B4011D0338FA63B24644A61DD5CF7A5A9ED32822B451F30D22478041CBE7FA2C"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240901120900.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240901120900.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240901120900.png","16807","F1A1EA4678B0B0148A714E4ACA9E8C72456136B05210EE652541950B07EF7210"
"DevOps\shool_21\assets_D05_SimpleDocker\Pasted image 20240907144931.png","01 Основы\Контейнеры и инфраструктура\assets_D05_SimpleDocker\Pasted image 20240907144931.png","01 Основы\Контейнеры и инфраструктура\assets\Pasted image 20240907144931.png","230526","5E122273AA5E95CD65075A67E81EEE18EABDD3068AEA121FE6F4E0C0D02AB62E"
